"s) What is Eve trying to do?","A. Eve is trying to connect as a user with Administrator privileges<br>B. Eve is trying to enumerate all users with Administrative privileges<br>C. Eve is trying to carry out a password crack for user Administrator ✓<br>D. Eve is trying to escalate privilege of the null user to that of Administrator<br><br><b>Answer: C</b>"
"You are tasked to perform a penetration test. While you are performing information gathering, you find an employee list in Google. You find the receptionist??s email, and you send her an email changing the source email to her boss??s email (boss@company). In this email, you ask for a pdf with information. She reads your email and sends back a pdf with links. You exchange the pdf links with your malicious links (these links contain malware) and send back the modified pdf, saying that the links don??t work. She reads your email, opens the links, and her machine gets infected. You now have access to the company network. What testing method did you use?","A. Social engineering ✓<br>B. Piggybacking<br>C. Tailgating<br>D. Eavesdropping<br><br><b>Answer: A</b>"
"Which of the following statements about a zone transfer is correct? (Choose three.)","A. A zone transfer is accomplished with the DNS ✓<br>B. A zone transfer is accomplished with the nslookup service<br>C. A zone transfer passes all zone information that a DNS server maintains ✓<br>D. A zone transfer passes all zone information that a nslookup server maintains<br>E. A zone transfer can be prevented by blocking all inbound TCP port 53 connections ✓<br>F. Zone transfers cannot occur on the Internet<br><br><b>Answer: ACE</b>"
"As a securing consultant, what are some of the things you would recommend to a company to ensure DNS security?","A. Use the same machines for DNS and other applications<br>B. Harden DNS servers ✓<br>C. Use split-horizon operation for DNS servers ✓<br>D. Restrict Zone transfers ✓<br>E. Have subnet diversity between DNS servers ✓<br><br><b>Answer: BCDE</b>"
"A hacker is an intelligent individual with excellent computer skills and the ability to explore a computer??s software and hardware without the owner??s permission. Their intention can either be to simply gain knowledge or to illegally make changes. Which of the following class of hacker refers to an individual who works both offensively and defensively at various times?","A. White Hat<br>B. Suicide Hacker<br>C. Gray Hat ✓<br>D. Black Hat<br><br><b>Answer: C</b>"
"Which of the following incident handling process phases is responsible for defining rules, collaborating human workforce, creating a back-up plan, and testing the plans for an organization?","A. Preparation phase ✓<br>B. Containment phase<br>C. Identification phase<br>D. Recovery phase<br><br><b>Answer: A</b>"
"Which of the following tools is used to detect wireless LANs using the 802.11a/b/g/n WLAN standards on a linux platform?","A. Kismet ✓<br>B. Abel<br>C. Netstumbler<br>D. Nessus<br><br><b>Answer: A</b>"
"The configuration allows a wired or wireless network interface controller to pass all traffic it receives to the Central Processing Unit (CPU), rather than passing only the frames that the controller is intended to receive. Which of the following is being described?","A. Multi-cast mode<br>B. Promiscuous mode ✓<br>C. WEM<br>D. Port forwarding<br><br><b>Answer: B</b>"
"Which of the following is a low-tech way of gaining unauthorized access to systems?","A. Social Engineering ✓<br>B. Eavesdropping<br>C. Scanning<br>D. Sniffing<br><br><b>Answer: A</b>"
"What is correct about digital signatures?","A. A digital signature cannot be moved from one signed document to another because it is the hash of the original document encrypted with the private key of the signing party. ✓<br>B. Digital signatures may be used in different documents of the same type.<br>C. A digital signature cannot be moved from one signed document to another because it is a plain hash of the document content.<br>D. Digital signatures are issued once for each user and can be used everywhere until they expire.<br><br><b>Answer: A</b>"
"What is a NULL scan?","A. A scan in which all flags are turned off ✓<br>B. A scan in which certain flags are off<br>C. A scan in which all flags are on<br>D. A scan in which the packet size is set to zero<br>E. A scan with an illegal packet size<br><br><b>Answer: A</b>"
"A large mobile telephony and data network operator has a data center that houses network elements. These are essentially large computers running on Linux. The perimeter of the data center is secured with firewalls and IPS systems. What is the best security policy concerning this setup?","A. Network elements must be hardened with user ids and strong password ✓<br>B. Regular security tests and audits should be performed.<br>C. As long as the physical access to the network elements is restricted, there is no need for additional measures.<br>D. There is no need for specific security measures on the network elements as long as firewalls and IPS systems exist.<br>E. The operator knows that attacks and down time are inevitable and should have a backup site.<br><br><b>Answer: A</b>"
"Which of the following describes the characteristics of a Boot Sector Virus?","A. Modifies directory table entries so that directory entries point to the virus code instead of the actual program.<br>B. Moves the MBR to another location on the RAM and copies itself to the original location of the MBR.<br>C. Moves the MBR to another location on the hard disk and copies itself to the original location of the MBR. ✓<br>D. Overwrites the original MBR and only executes the new virus code.<br><br><b>Answer: C</b>"
"The ??Gray-box testing?? methodology enforces what kind of restriction?","A. Only the external operation of a system is accessible to the tester.<br>B. The internal operation of a system in only partly accessible to the tester.<br>C. Only the internal operation of a system is known to the tester.<br>D. The internal operation of a system is completely known to the tester. ✓<br><br><b>Answer: D</b>"
"The company ABC recently contracts a new accountant. The accountant will be working with the financial statements. Those financial statements need to be approved by the CFO and then they will be sent to the accountant but the CFO is worried because he wants to be sure that the information sent to the accountant was not modified once he approved it. Which of the following options can be useful to ensure the integrity of the data?","A. The CFO can use a hash algorithm in the document once he approved the financial statements ✓<br>B. The CFO can use an excel file with a password<br>C. The financial statements can be sent twice, one by email and the other delivered in USB and the accountant can compare both to be sure is the same document<br>D. The document can be sent to the accountant using an exclusive USB for that document<br><br><b>Answer: A</b>"
"Scenario1: * 1. Victim opens the attacker's web site. * 2. Attacker sets up a web site which contains interesting and attractive content like 'Do you want to make $1000 in a day?'. * 3. Victim clicks to the interesting and attractive content URL. * 4. Attacker creates a transparent 'iframe' in front of the URL which victim attempts to click, so victim thinks that he/she clicks to the 'Do you want to make $1000 in a day?' URL but actually he/she clicks to the content or URL that exists in the transparent 'iframe' which is setup by the attacker. What is the name of the attack which is mentioned in the scenario?","A. Session Fixation<br>B. HTML Injection<br>C. HTTP Parameter Pollution<br>D. Clickjacking Attack ✓<br><br><b>Answer: D</b>"
"Which type of security feature stops vehicles from crashing through the doors of a building?","A. Bollards ✓<br>B. Receptionist<br>C. Mantrap<br>D. Turnstile<br><br><b>Answer: A</b>"
"When you are getting information about a web server, it is very important to know the HTTP Methods (GET, POST, HEAD, PUT, DELETE, TRACE) that are available because there are two critical methods (PUT and DELETE). PUT can upload a file to the server and DELETE can delete a file from the server. You can detect all these methods (GET, POST, HEAD, DELETE, PUT, TRACE) using NMAP script engine. What Nmap script will help you with this task?","A. http-methods ✓<br>B. http enum<br>C. http-headers<br>D. http-git<br><br><b>Answer: A</b>"
"By using a smart card and pin, you are using a two-factor authentication that satisfies","A. Something you are and something you remember<br>B. Something you have and something you know ✓<br>C. Something you know and something you are<br>D. Something you have and something you are<br><br><b>Answer: B</b>"
"What did the following commands determine?","A. That the Joe account has a SID of 500<br>B. These commands demonstrate that the guest account has NOT been disabled<br>C. These commands demonstrate that the guest account has been disabled<br>D. That the true administrator is Joe ✓<br>E. Issued alone, these commands prove nothing<br><br><b>Answer: D</b>"
"Null sessions are un-authenticated connections (not using a username or password.) to an NT or 2000 system. Which TCP and UDP ports must you filter to check null sessions on your network?","A. 137 and 139<br>B. 137 and 443<br>C. 139 and 443<br>D. 139 and 445 ✓<br><br><b>Answer: D</b>"
"Which of the following Linux commands will resolve a domain name into IP address?","A. >host-t a hackeddomain.com ✓<br>B. >host-t ns hackeddomain.com<br>C. >host -t soa hackeddomain.com<br>D. >host -t AXFR hackeddomain.com<br><br><b>Answer: A</b>"
"What is the role of test automation in security testing?","A. It is an option but it tends to be very expensive.<br>B. It should be used exclusivel<br>C. Manual testing is outdated because of low speed and possible test setup inconsistencies.<br>D. Test automation is not usable in security due to the complexity of the tests. ✓<br>E. It can accelerate benchmark tests and repeat them with a consistent test setu<br>F. But it cannot replace manual testing completely.<br><br><b>Answer: D</b>"
"An Intrusion Detection System (IDS) has alerted the network administrator to a possibly malicious sequence of packets sent to a Web server in the network??s external DMZ. The packet traffic was captured by the IDS and saved to a PCAP file. What type of network tool can be used to determine if these packets are genuinely malicious or simply a false positive?","A. Protocol analyzer ✓<br>B. Network sniffer<br>C. Intrusion Prevention System (IPS)<br>D. Vulnerability scanner<br><br><b>Answer: A</b>"
"You are a penetration tester working to test the user awareness of the employees of the client xyz. You harvested two employees' emails from some public sources and are creating a client-side backdoor to send it to the employees via email. Which stage of the cyber kill chain are you at?","A. Reconnaissance<br>B. Command and control<br>C. Weaponization ✓<br>D. Exploitation<br><br><b>Answer: C</b>"
"Jim, a professional hacker, targeted an organization that is operating critical Industrial Infrastructure. Jim used Nmap to scan open pons and running services on systems connected to the organization's OT network. He used an Nmap command to identify Ethernet/IP devices connected to the Internet and further gathered Information such as the vendor name, product code and name, device name, and IP address. Which of the following Nmap commands helped Jim retrieve the required information?","A. nmap -Pn -sT --scan-delay 1s --max-parallelism 1 -p < Port List > < Target IP ><br>B. nmap -Pn -sU -p 44818 --script enip-info < Target IP > ✓<br>C. nmap -Pn -sT -p 46824 < Target IP ><br>D. nmap -Pn -sT -p 102 --script s7-info < Target IP ><br><br><b>Answer: B</b>"
"Steve, an attacker, created a fake profile on a social media website and sent a request to Stella. Stella was enthralled by Steve's profile picture and the description given for his profile, and she initiated a conversation with him soon after accepting the request. After a few days. Sieve started asking about her company details and eventually gathered all the essential information regarding her company. What is the social engineering technique Steve employed in the above scenario?","A. Diversion theft<br>B. Baiting<br>C. Honey trap ✓<br>D. Piggybacking<br><br><b>Answer: C</b>"
"How is the public key distributed in an orderly, controlled fashion so that the users can be sure of the sender??s identity?","A. Hash value<br>B. Private key<br>C. Digital signature<br>D. Digital certificate ✓<br><br><b>Answer: D</b>"
"Nedved is an IT Security Manager of a bank in his country. One day. he found out that there is a security breach to his company's email server based on analysis of a suspicious connection from the email server to an unknown IP Address. What is the first thing that Nedved needs to do before contacting the incident response team?","A. Leave it as it Is and contact the incident response te3m right away<br>B. Block the connection to the suspicious IP Address from the firewall<br>C. Disconnect the email server from the network ✓<br>D. Migrate the connection to the backup email server<br><br><b>Answer: C</b>"
"s) which of the following protocols can be used to secure an LDAP service against anonymous queries?","A. SSO<br>B. RADIUS<br>C. WPA<br>D. NTLM ✓<br><br><b>Answer: D</b>"
"Boney, a professional hacker, targets an organization for financial benefits. He performs an attack by sending his session ID using an MITM attack technique. Boney first obtains a valid session ID by logging into a service and later feeds the same session 10 to the target employee. The session ID links the target employee to Boneys account page without disclosing any information to the victim. When the target employee clicks on the link, all the sensitive payment details entered in a form are linked to Boneys account. What is the attack performed by Boney in the above scenario?","A. Session donation attack ✓<br>B. Session fixation attack<br>C. Forbidden attack<br>D. CRIME attack<br><br><b>Answer: A</b>"
"Vlady works in a fishing company where the majority of the employees have very little understanding of IT let alone IT Security. Several information security issues that Vlady often found includes, employees sharing password, writing his/her password on a post it note and stick it to his/her desk, leaving the computer unlocked, didn??t log out from emails or other social media accounts, and etc. After discussing with his boss, Vlady decided to make some changes to improve the security environment in his company. The first thing that Vlady wanted to do is to make the employees understand the importance of keeping confidential information, such as password, a secret and they should not share it with other persons. Which of the following steps should be the first thing that Vlady should do to make the employees in his company understand to importance of keeping confidential information a secret?","A. Warning to those who write password on a post it note and put it on his/her desk ✓<br>B. Developing a strict information security policy<br>C. Information security awareness training<br>D. Conducting a one to one discussion with the other employees about the importance of information security<br><br><b>Answer: A</b>"
"What is one of the advantages of using both symmetric and asymmetric cryptography in SSL/TLS?","A. Symmetric algorithms such as AES provide a failsafe when asymmetric methods fail.<br>B. Asymmetric cryptography is computationally expensive in compariso<br>C. However, it is well-suited to securely negotiate keys for use with symmetric cryptography.<br>D. Symmetric encryption allows the server to securely transmit the session keys out-of- band. ✓<br>E. Supporting both types of algorithms allows less-powerful devices such as mobile phones to use symmetric encryption instead.<br><br><b>Answer: D</b>"
"Ethical hacker jane Smith is attempting to perform an SQL injection attach. She wants to test the response time of a true or false response and wants to use a second command to determine whether the database will return true or false results for user IDs. which two SQL Injection types would give her the results she is looking for?","A. Out of band and boolean-based<br>B. Time-based and union-based<br>C. union-based and error-based<br>D. Time-based and boolean-based ✓<br><br><b>Answer: D</b>"
"What kind of detection techniques is being used in antivirus softwares that identifies malware by collecting data from multiple protected systems and instead of analyzing files locally it's made on the premiers environment-","A. VCloud based ✓<br>B. Honypot based<br>C. Behaviour based<br>D. Heuristics based<br><br><b>Answer: A</b>"
"Bella, a security professional working at an it firm, finds that a security breach has occurred while transferring important files. Sensitive data, employee usernames. and passwords are shared In plaintext, paving the way for hackers 10 perform successful session hijacking. To address this situation. Bella Implemented a protocol that sends data using encryption and digital certificates. Which of the following protocols Is used by Bella?","A. FTP<br>B. HTTPS<br>C. FTPS ✓<br>D. IP<br><br><b>Answer: C</b>"
"is a tool that can hide processes from the process list, can hide files, registry entries, and intercept keystrokes.","A. Trojan<br>B. RootKit ✓<br>C. DoS tool<br>D. Scanner<br>E. Backdoor<br><br><b>Answer: B</b>"
"These hackers have limited or no training and know how to use only basic techniques or tools. What kind of hackers are we talking about?","A. Black-Hat Hackers A<br>B. Script Kiddies ✓<br>C. White-Hat Hackers<br>D. Gray-Hat Hacker<br><br><b>Answer: B</b>"
"Sam is working as a system administrator In an organization. He captured the principal characteristics of a vulnerability and produced a numerical score to reflect Its severity using CVSS v3.0 to property assess and prioritize the organization's vulnerability management processes. The base score that Sam obtained after performing cvss rating was 4.0. What is the CVSS severity level of the vulnerability discovered by Sam in the above scenario?","A. Medium ✓<br>B. Low<br>C. Critical<br>D. High<br><br><b>Answer: A</b>"
"John is an incident handler at a financial institution. His steps in a recent incident are not up to the standards of the company. John frequently forgets some steps and procedures while handling responses as they are very stressful to perform. Which of the following actions should John take to overcome this problem with the least administrative effort?","A. Create an incident checklist.<br>B. Select someone else to check the procedures.<br>C. Increase his technical skills. ✓<br>D. Read the incident manual every time it occurs.<br><br><b>Answer: C</b>"
"What is the first step for a hacker conducting a DNS cache poisoning (DNS spoofing) attack against an organization?","A. The attacker queries a nameserver using the DNS resolver.<br>B. The attacker makes a request to the DNS resolver. ✓<br>C. The attacker forges a reply from the DNS resolver.<br>D. The attacker uses TCP to poison the ONS resofver.<br><br><b>Answer: B</b>"
"Clark is a professional hacker. He created and configured multiple domains pointing to the same host to switch quickly between the domains and avoid detection. Identify the behavior of the adversary In the above scenario.","A. use of command-line interface<br>B. Data staging<br>C. Unspecified proxy activities ✓<br>D. Use of DNS tunneling<br><br><b>Answer: C</b>"
"What type of analysis is performed when an attacker has partial knowledge of inner- workings of the application?","A. Black-box<br>B. Announced<br>C. White-box<br>D. Grey-box ✓<br><br><b>Answer: D</b>"
"What would be the fastest way to perform content enumeration on a given web server by using the Gobuster tool?","A. Performing content enumeration using the bruteforce mode and 10 threads<br>B. Shipping SSL certificate verification<br>C. Performing content enumeration using a wordlist ✓<br>D. Performing content enumeration using the bruteforce mode and random file extensions<br><br><b>Answer: C</b>"
"A friend of yours tells you that he downloaded and executed a file that was sent to him by a coworker. Since the file did nothing when executed, he asks you for help because he suspects that he may have installed a trojan on his computer. what tests would you perform to determine whether his computer Is Infected?","A. Use ExifTool and check for malicious content.<br>B. You do not check; rather, you immediately restore a previous snapshot of the operating system.<br>C. Upload the file to VirusTotal.<br>D. Use netstat and check for outgoing connections to strange IP addresses or domains. ✓<br><br><b>Answer: D</b>"
"An organization is performing a vulnerability assessment tor mitigating threats. James, a pen tester, scanned the organization by building an inventory of the protocols found on the organization's machines to detect which ports are attached to services such as an email server, a web server or a database server. After identifying the services, he selected the vulnerabilities on each machine and started executing only the relevant tests. What is the type of vulnerability assessment solution that James employed in the above scenario?","A. Product-based solutions<br>B. Tree-based assessment<br>C. Service-based solutions<br>D. inference-based assessment ✓<br><br><b>Answer: D</b>"
"Gavin owns a white-hat firm and is performing a website security audit for one of his clients. He begins by running a scan which looks for common misconfigurations and outdated software versions. Which of the following tools is he most likely using?","A. Nikto<br>B. Nmap ✓<br>C. Metasploit<br>D. Armitage<br><br><b>Answer: B</b>"
"During the process of encryption and decryption, what keys are shared?","A. Private keys<br>B. User passwords<br>C. Public keys ✓<br>D. Public and private keys<br><br><b>Answer: C</b>"
"Abel, a cloud architect, uses container technology to deploy applications/software including all its dependencies, such as libraries and configuration files, binaries, and other resources that run independently from other processes in the cloud environment. For the containerization of applications, he follows the five-tier container technology architecture. Currently. Abel is verifying and validating image contents, signing images, and sending them to the registries. Which of the following tiers of the container technology architecture Is Abel currently working in?","A. Tier-1: Developer machines<br>B. Tier-4: Orchestrators<br>C. Tier-3: Registries<br>D. Tier-2: Testing and accreditation systems ✓<br><br><b>Answer: D</b>"
"Henry Is a cyber security specialist hired by BlackEye - Cyber security solutions. He was tasked with discovering the operating system (OS) of a host. He used the Unkornscan tool to discover the OS of the target system. As a result, he obtained a TTL value, which Indicates that the target system is running a Windows OS. Identify the TTL value Henry obtained, which indicates that the target OS is Windows.","A. 64<br>B. 128 ✓<br>C. 255<br>D. 138<br><br><b>Answer: B</b>"
"When a security analyst prepares for the formal security assessment - what of the following should be done in order to determine inconsistencies in the secure assets database and verify that system is compliant to the minimum security baseline?","A. Data items and vulnerability scanning ✓<br>B. Interviewing employees and network engineers<br>C. Reviewing the firewalls configuration<br>D. Source code review<br><br><b>Answer: A</b>"
"which type of virus can change its own code and then cipher itself multiple times as it replicates?","A. Stealth virus ✓<br>B. Tunneling virus<br>C. Cavity virus<br>D. Encryption virus<br><br><b>Answer: A</b>"
"Which of the following statements is FALSE with respect to Intrusion Detection Systems?","A. Intrusion Detection Systems can be configured to distinguish specific content in network packets<br>B. Intrusion Detection Systems can easily distinguish a malicious payload in an encrypted traffic ✓<br>C. Intrusion Detection Systems require constant update of the signature library<br>D. Intrusion Detection Systems can examine the contents of the data n context of the network protocol<br><br><b>Answer: B</b>"
"Which of the following DoS tools is used to attack target web applications by starvation of available sessions on the web server? The tool keeps sessions at halt using never-ending POST transmissions and sending an arbitrarily large content-length header value.","A. My Doom<br>B. Astacheldraht<br>C. R-U-Dead-Yet?(RUDY) ✓<br>D. LOIC<br><br><b>Answer: C</b>"
"Morris, a professional hacker, performed a vulnerability scan on a target organization by sniffing the traffic on the network lo identify the active systems, network services, applications, and vulnerabilities. He also obtained the list of the users who are currently accessing the network. What is the type of vulnerability assessment that Morris performed on the target organization?","A. internal assessment<br>B. Passive assessment ✓<br>C. External assessment<br>D. Credentialed assessment<br><br><b>Answer: B</b>"
"Attacker Steve targeted an organization's network with the aim of redirecting the company's web traffic to another malicious website. To achieve this goal, Steve performed DNS cache poisoning by exploiting the vulnerabilities In the DNS server software and modified the original IP address of the target website to that of a fake website. What is the technique employed by Steve to gather information for identity theft?","A. Pretexting<br>B. Pharming ✓<br>C. Wardriving<br>D. Skimming<br><br><b>Answer: B</b>"
"Gilbert, a web developer, uses a centralized web API to reduce complexity and increase the Integrity of updating and changing data. For this purpose, he uses a web service that uses HTTP methods such as PUT. POST. GET. and DELETE and can improve the overall performance, visibility, scalability, reliability, and portability of an application. What is the type of web-service API mentioned in the above scenario?","A. JSON-RPC<br>B. SOAP API<br>C. RESTful API ✓<br>D. REST API<br><br><b>Answer: C</b>"
"This form of encryption algorithm is asymmetric key block cipher that is characterized by a 128-bit block size, and its key size can be up to 256 bits. Which among the following is this encryption algorithm?","A. Twofish encryption algorithm ✓<br>B. HMAC encryption algorithm<br>C. IDEA<br>D. Blowfish encryption algorithm<br><br><b>Answer: A</b>"
"Which command can be used to show the current TCP/IP connections?","A. Netsh ✓<br>B. Netstat<br>C. Net use connection<br>D. Net use<br><br><b>Answer: A</b>"
"Tremp is an IT Security Manager, and he is planning to deploy an IDS in his small company. He is looking for an IDS with the following characteristics: - Verifies success or failure of an attack - Monitors system activities Detects attacks that a network-based IDS fails to detect - Near real-time detection and response - Does not require additional hardware - Lower entry cost Which type of IDS is best suited for Tremp's requirements?","A. Gateway-based IDS<br>B. Network-based IDS<br>C. Host-based IDS ✓<br>D. Open source-based<br><br><b>Answer: C</b>"
"Which of the following are well known password-cracking programs?","A. L0phtcrack ✓<br>B. NetCat<br>C. Jack the Ripper<br>D. Netbus<br>E. John the Ripper ✓<br><br><b>Answer: AE</b>"
"What is the algorithm used by LM for Windows2000 SAM?","A. MD4<br>B. DES ✓<br>C. SHA<br>D. SSL<br><br><b>Answer: B</b>"
"In Trojan terminology, what is a covert channel?","A. A channel that transfers information within a computer system or network in a way that violates the security policy ✓<br>B. A legitimate communication path within a computer system or network for transfer of data<br>C. It is a kernel operation that hides boot processes and services to mask detection<br>D. It is Reverse tunneling technique that uses HTTPS protocol instead of HTTP protocol to establish connections<br><br><b>Answer: A</b>"
"Emily, an extrovert obsessed with social media, posts a large amount of private information, photographs, and location tags of recently visited places. Realizing this. James, a professional hacker, targets Emily and her acquaintances, conducts a location search to detect their geolocation by using an automated tool, and gathers information to perform other sophisticated attacks. What is the tool employed by James in the above scenario?","A. ophcrack<br>B. Hootsuite ✓<br>C. VisualRoute<br>D. HULK<br><br><b>Answer: B</b>"
"s) for his company for over 15 years and has become very successful. One day, Yancey comes in to work and finds out that the company will be downsizing and he will be out of a job in two weeks. Yancey is very angry and decides to place logic bombs, viruses, Trojans, and backdoors all over the network to take down the company once he has left. Yancey does not care if his actions land him in jail for 30 or more years, he just wants the company to pay for what they are doing to him. What would Yancey be considered?","A. Yancey would be considered a Suicide Hacker ✓<br>B. Since he does not care about going to jail, he would be considered a Black Hat<br>C. Because Yancey works for the company currently; he would be a White Hat<br>D. Yancey is a Hacktivist Hacker since he is standing up to a company that is downsizing<br><br><b>Answer: A</b>"
"What piece of hardware on a computer's motherboard generates encryption keys and only releases a part of the key so that decrypting a disk on a new piece of hardware is not possible?","A. CPU<br>B. GPU<br>C. UEFI<br>D. TPM ✓<br><br><b>Answer: D</b>"
"An attacker redirects the victim to malicious websites by sending them a malicious link by email. The link appears authentic but redirects the victim to a malicious web page, which allows the attacker to steal the victim's data. What type of attack is this?","A. Phishing ✓<br>B. Vlishing<br>C. Spoofing<br>D. DDoS<br><br><b>Answer: A</b>"
"Abel, a security professional, conducts penetration testing in his client organization to check for any security loopholes. He launched an attack on the DHCP servers by broadcasting forged DHCP requests and leased all the DHCP addresses available in the DHCP scope until the server could not issue any more IP addresses. This led to a Dos attack, and as a result, legitimate employees were unable to access the clients network. Which of the following attacks did Abel perform in the above scenario?","A. VLAN hopping<br>B. DHCP starvation ✓<br>C. Rogue DHCP server attack<br>D. STP attack<br><br><b>Answer: B</b>"
"what is the port to block first in case you are suspicious that an loT device has been compromised?","A. 22<br>B. 443<br>C. 48101 ✓<br>D. 80<br><br><b>Answer: C</b>"
"While browsing his Facebook teed, Matt sees a picture one of his friends posted with the caption. ""Learn more about your friends!"", as well as a number of personal questions. Matt is suspicious and texts his friend, who confirms that he did indeed post it. With assurance that the post is legitimate. Matt responds to the questions on the post, a few days later. Mates bank account has been accessed, and the password has been changed. What most likely happened?","A. Matt inadvertently provided the answers to his security questions when responding to the post. ✓<br>B. Matt's bank-account login information was brute forced.<br>C. Matt Inadvertently provided his password when responding to the post.<br>D. Matt's computer was infected with a keylogger.<br><br><b>Answer: A</b>"
